Text,Sentiment,word_count,char_count,clean_text,pred_label_GPT,pred_label_RoBERTa
"EQIX No position, would like to see a breakout over 216.50. Prefer more consolidation though  ",1,15,94,eqix position would like see breakout prefer consolidation though,0,1
Time for a contraction in AAP.down to test 500 this week by Weds.long Jan11th 510/500 put spread  ,0,17,98,time contraction aap test week wed long janth put spread,0,1
AAP Bounce Coming?   ,1,3,21,aap bounce coming,0,1
FS en fuego!!   ,1,3,16,fuego,1,1
AXA Over-Sold in Oscillating ange....indicators suggest buy price holds above prev close + increase in volume.,1,16,110,axa sold oscillating ange indicator suggest buy price hold prev close increase volume,1,1
A few I'm not holding but will check out. user: Bullish MACD cross: BBG COP ENI EOG JEC IG SFY XE XOP,1,22,101,holding check user bullish macd cross bbg cop eni eog jec sfy xop,0,1
"JDS beautiful trend, 13.5 should bring out the dip buyers",1,10,57,jds beautiful trend bring dip buyer,1,1
ko has trouble staying above 200 day sma past few weeks. could short here or higher stops above 38  ,0,19,100,trouble staying day sma past week could short higher stop,0,0
mako a red day monday breaks support and could test old lows of 9-9.25  ,0,14,72,mako red day monday break support could test old low,0,1
After-hour Most Advanced: OPT MAKO FOD GNMK JDS EGE AMN PX AAY DDD SV PM BKS F,1,17,78,hour advanced opt mako fod gnmk jds ege amn aay ddd bk,0,1
GOOG with simple Fibonacci projections on close over 739. 127.2% at 766 and 161.8% at 802  ,1,16,91,goog simple fibonacci projection close,0,1
Why I am buying AAP on Monday -  ,1,8,33,buying aap monday,1,1
user: AMZN over 263 has a Measured Move to 307  ,1,10,48,user amzn measured move,1,1
user The INO pipeline and the partnerships with the ni's and MK--that pretty much sums it up...,1,17,95,user ino pipeline partnership pretty much sum,0,1
"AMZN the data company, not the retailer.  A new post by me.   ",1,12,62,amzn data company retailer new post,0,1
Trading environment favors long side. Don't over stay welcome. Too few quality leaders. GS AMH OCN EGN HOV AAP  ,0,19,112,trading environment favor long side stay welcome quality leader amh ocn egn hov aap,1,1
AAP what an amazing run it has been since 2005. I don't think it's over.   ,1,15,75,aap amazing run since think,1,1
A Tale of Two Stocks  AAP GOOG SPY QQQ,1,9,38,tale two stock aap goog spy qqq,0,1
F Ford's Powerful Bullish Pattern Dictates Price Direction  ,1,8,60,ford powerful bullish pattern dictate price direction,1,1
DT - Descending triangle. ower highs. Didn't participate well in the rally & it's overbought.   ,0,15,96,descending triangle ower high participate well rally overbought,0,1
CVA Over 19.00  ,1,3,16,cva,0,1
MCK  Over 100.05 -   ,1,4,21,mck,0,1
VMED you know we prefer 3-4 day pullback to reverse so maybe Mon or Tuesday on flag break or at sup  ,1,21,101,vmed know prefer day pullback reverse maybe mon tuesday flag break sup,0,1
"Just kidding, more legible version. Currently long FS (tweeted on friday)  ",1,11,75,kidding legible version currently long tweeted friday,0,1
Ford will perform well due to Hurricane Sandy's destruction. F Palladium will do well PA Banks are a buy picks are BAC C SAN GS,1,25,127,ford perform well due hurricane sandy destruction palladium well bank buy pick bac san,0,1
GS is a buy on pullback to 133 or on bigger pullback to 130.,1,14,60,buy pullback bigger pullback,1,0
CEG keep it on you watch list.,1,7,30,ceg keep watch list,0,1
I wish TV would die already like all the Newspapers told me  CBS ftw!,1,14,69,wish would die already like newspaper told cbs ftw,0,0
I think AAP is heading back down to check in on 506 support again,0,14,65,think aap heading back check support,0,1
AMZN but but but.....yap yap yap,1,6,32,amzn yap yap yap,0,1
SNDK pattern looking more interesting. Can it successfully break into the gap this time around?  ,1,15,97,sndk pattern looking interesting successfully break gap time around,0,1
"#AMZN at all-time highs pre-market , aapl still plunging.  should be an interesting trading day!",1,15,96,amzn time high pre market aapl still plunging interesting trading day,0,1
See risk to ES_F 1442.00-1423.75 as bearish momentum divergences resolve SPX SPY #stocks.   ,0,13,92,see risk bearish momentum divergence resolve spx spy stock,0,0
user: ONXX strong price & vol expansion friday. possibly looking for higher prices  > another biotech with 2 levels,1,19,115,user onxx strong price vol expansion friday possibly looking higher price another biotech level,1,1
ZNGA Momentum building to the upside.? On watch.,1,8,48,znga momentum building upside watch,1,1
ES from watch list also fast move today  volume of 77% ave full day as usually tiny volume  ,1,18,92,watch list also fast move today volume ave full day usually tiny volume,0,1
TWI like this long 24% short...  ,1,6,33,twi like long short,1,1
"Green Weekly Triangle on HEO,....pdating  ",0,5,42,green weekly triangle heo pdating,0,1
EOG - 60 min pullback to breakout - watching 1/2 position    ,1,11,61,eog min pullback breakout watching position,0,1
KCG to 3.75?,1,3,12,kcg,0,1
ZCS almost hit my stop loss...glad to see it heading back up,1,12,60,zcs almost hit stop loss glad see heading back,1,1
AAP closed my short for some nice gains.,0,8,40,aap closed short nice gain,1,1
"V beautiful uptrend since June '12. Never once broke higher high, higher low trend  ",1,14,84,beautiful uptrend since june never broke higher high higher low trend,1,1
The most awesome AAP trendline ever. Since 1986!!   ,0,8,52,awesome aap trendline ever since,0,1
"DDD - ong  27.95. Trailing Stop  42.35 from 7 prior Stops of 41.70, 39.03, 36.53, 32.35, 27.95, 25.44 and 22.93 -  ",1,21,115,ddd ong trailing stop prior stop,0,1
NX was largest watch list gainer new buy on Friday and biggest mover today so protect gains  ,1,17,93,largest watch list gainer new buy friday biggest mover today protect gain,1,1
"Green Weekly Triangle on KTOS,....pdating  ",0,5,43,green weekly triangle ktos pdating,0,1
ak corrected me - PPHM  largest watch list gainer today - though it gapped up big on open   ,1,18,92,corrected pphm largest watch list gainer today though gapped big open,1,1
AAP positive close above 530 today is bullish. I'll be looking for possible ONG set up.,1,16,87,aap positive close today bullish looking possible ong set,1,1
CEG possible ONG today if you want to play the JPMOGAN BIOtech conference.,1,13,74,ceg possible ong today want play jpmogan biotech conference,0,1
"FME: ong  10.25. Trailing Stop  13.75 from 8 prior Stops of 12.29, 11.50, 10.97, 10.63, 10.36, ... 9.64 & 9.03 -  ",1,21,114,fme ong trailing stop prior stop,0,1
I showed this MA on Friday with the upside orange dot traget at 517+ hit that this morn now red dot  ,0,21,101,showed friday upside orange dot traget hit morn red dot,0,1
TO triggered above 34. First target 34.55-.90,1,7,45,triggered first target,1,0
SXC - breaking above key downward channel level. ikely to move much higher from here.  ,1,15,87,sxc breaking key downward channel level ikely move much higher,1,1
"must follow the young man user: AMZN the data company, not the retailer.  A new post by me.   ",1,18,94,must follow young man user amzn data company retailer new post,0,1
PG short back on,0,4,16,short back,0,0
OVTI downgrade on Sept 7th 16.77 after Q1 looking good. next filing Q3 end of feb.  ,0,16,84,ovti downgrade sept th looking good next filing end feb,0,1
VS option trader sells 26k of the 47.25 - 52.25 call spreads in March. Big bet that stock will be below 47.25 by March expiry,0,25,125,option trader sell k call spread march big bet stock march expiry,0,1
"AA option traders bet on bad earnings selling 6,200 Jan 9C and buying 3,200 Jan 9P. Could be hedge on stock. Both trades against low OI",0,26,135,option trader bet bad earnings selling jan buying jan could hedge stock trade low,0,0
SKX Q3 operational cash flow negative 60million. 80million decline vs.Q3 2011,0,11,77,skx operational cash flow negative million million decline,0,0
SKX 9 mos. 2012 operational cash flow negative 20 million. 95 million decline vs. 9mos 2011,0,16,91,skx mo operational cash flow negative million million decline mo,0,0
"ed Weekly Triangle on SNSS,.....pdating  ",1,5,41,weekly triangle snss pdating,0,1
BAC avrg 12.127 ,1,3,16,bac avrg,0,0
First trade coming back from vacation. HOT short at 59.80. Stop at 60.30,0,13,72,first trade coming back vacation hot short stop,0,1
"Green Weekly Triangle on SCC,....pdating  ",0,5,42,green weekly triangle scc pdating,0,1
PODD breaking out to new 52wk highs from a decent base  ,1,11,56,podd breaking new wk high decent base,1,1
3 horsemen of high beta momo chase FS GMC NFX being slammed a bit here : advanced tell that the new year party is over for the mrkt ?,0,29,133,horseman high beta momo chase gmc nfx slammed bit advanced tell new year party mrkt,0,1
PNA looks like a solid set up,1,7,29,pna look like solid set,1,1
Names to buy on pullbacks GS CEG FB F,1,9,37,name buy pullback ceg,1,0
BA for a flush down,0,5,19,flush,0,1
"Amazon Breaks 1,600 (adjusting for the splits)  via user AMZN",1,10,61,amazon break adjusting split via user amzn,0,1
"Financials XF have been driving this mkt higher, today they are weak-ish (except for JPM) for 1st time in while, little red flag 1...",0,24,133,financials driving mkt higher today weak ish except jpm st time little red flag,0,0
on our ive Broadcast we got this long signal on PCN and covered discount buy-in ! needs push  ,1,18,94,ive broadcast got long signal pcn covered discount buy need push,1,1
"AMZN VOME is a go, big boys grabbing some stocks. Higher prices to come.",1,14,72,amzn vome big boy grabbing stock higher price come,1,1
TWI at highs not seen since September  ,1,7,39,twi high seen since september,1,1
"user won gold in our 2011 stock contest w V,  won silver in 2012 w TKC. Will his DDAIF call win in 2013?  ",1,23,106,user gold stock contest silver tkc ddaif call win,0,1
AMZN FB your pick for higher prices this week. Both breaking out with considerable volume.,1,15,90,amzn pick higher price week breaking considerable volume,1,1
Eceryone wants a piece of PCN gorwth and magic...stakes are so high...innovation so fast and marketing stakes high  ,1,18,116,eceryone want piece pcn gorwth magic stake high innovation fast marketing stake high,1,1
"user scheplick It's easy to short AMZN - buy an iPad Mini, a tax prep book at Borders and some ackspace time.;-)",0,22,112,user scheplick easy short amzn buy ipad mini tax prep book border ackspace time,0,1
Might open a position on S today. Cup and handle can make this one fly to 7-7.5 quickly.,1,18,88,might open position today cup handle make one fly quickly,1,1
"CS, KOS positive.... nice reversal in KOS",1,7,41,ko positive nice reversal ko,1,1
AXP trying to make a move too. Getting interesting.,1,9,51,axp trying make move getting interesting,0,1
MA a strong follow thru day after breaking out to new highs last Friday - confirmation is solid  ,1,18,97,strong follow thru day breaking new high last friday confirmation solid,1,1
"V new highs, looking for higher prices from here  ",1,9,50,new high looking higher price,1,1
CEG a strong breakout to new highs today on 2x the daily avg. volume. ooks good for more upside  ,1,19,97,ceg strong breakout new high today daily avg volume ooks good upside,1,1
WETF cheap financial stock that is trying to b/o. Would like to see a pullback/consolidation first  ,1,16,100,wetf cheap financial stock trying would like see pullback consolidation first,0,0
"NFX shorts should be paranoid on every close as a buyout will come 1 night from aapl, msft, goog, amzn, etc.  dominate webtv long nflx",1,25,134,nfx short paranoid every close buyout come night aapl msft goog amzn etc dominate webtv long nflx,1,1
"As in the last 3 sessions, last hour buyers are back, more money need to be put to work... money flows... SPY TT ES_F",1,24,117,last session last hour buyer back money need put work money flow spy,0,1
"user The stock isn't telling us anything new, but the trend is saying a lot. This E is AAP's most anticipated in years.",1,23,119,user stock telling anything new trend saying lot aap anticipated year,0,0
All of the above: rax setting up again  spy,1,9,43,rax setting spy,0,0
PCN - long entry  ,1,4,18,pcn long entry,1,1
"Green Weekly Triangle on AMPE,....Sell Short at 4.15  ",0,8,54,green weekly triangle ampe sell short,0,1
"Green Weekly & Monthly Triangle on FWS,....pdating to Monthly  ",0,9,63,green weekly monthly triangle fws pdating monthly,0,1
